"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers","missing_Sqft"
"21308",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13687,73,NA,"A2","259-58 148TH   AVENUE                    ","            ",11422,"1","0","1"," 4,500 "," 1,125 ",1950,1,"A2"," 510,000 ","1/27/2017",510000,1125,4500,0,FALSE
"21309",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13688,50,NA,"B3","259-23 148TH   DRIVE                     ","            ",11422,"2","0","2"," 3,900 "," 2,336 ",1955,1,"A2"," 780,000 ","9/22/2016",780000,2336,3900,0,FALSE
"21310",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13689,51,NA,"A5","259-67 149TH   AVENUE                    ","            ",11422,"1","0","1"," 2,667 "," 1,216 ",1950,1,"A5"," 440,000 ","1/4/2017",440000,1216,2667,0,FALSE
"21311",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13690,63,NA,"A5","259-60 149TH AVENUE                      ","            ",11422,"1","0","1"," 2,500 "," 1,156 ",1960,1,"A5"," 420,000 ","7/29/2016",420000,1156,2500,0,FALSE
"21312",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13694,2,NA,"A5","148-27 HOOK CREEK BOULEVARD              ","            ",11422,"1","0","1"," 1,470 "," 1,520 ",1996,1,"A5"," 396,700 ","9/9/2016",396700,1520,1470,0,FALSE
"21313",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13695,27,NA,"A2","262-21 HUNGRY HARBOR ROAD                ","            ",11422,"1","0","1"," 4,125 "," 1,179 ",1920,1,"A2"," 187,000 ","6/14/2016",187000,1179,4125,0,FALSE
"21314",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13711,50,NA,"A5","147-49 230TH PLACE                       ","            ",11413,"1","0","1"," 2,850 "," 2,000 ",2007,1,"A5"," 658,368 ","1/30/2017",658368,2000,2850,0,FALSE
"21315",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13712,98,NA,"A2","147-30 232ND   STREET                    ","            ",11413,"1","0","1"," 4,280 "," 2,250 ",1955,1,"A2"," 335,000 ","11/30/2016",335000,2250,4280,0,FALSE
"21316",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13730,12,NA,"A5","235-39 148TH   AVENUE                    ","            ",11422,"1","0","1"," 2,725 "," 2,043 ",1965,1,"A5"," 490,000 ","12/23/2016",490000,2043,2725,0,FALSE
"21317",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13733,1,NA,"A2","148-28 BROOKVILLE BOULEVARD              ","            ",11422,"1","0","1"," 4,560 "," 1,274 ",1955,1,"A2"," 612,000 ","6/1/2016",612000,1274,4560,0,FALSE
"21318",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13733,19,NA,"A2","236-03 BENTLEY ROAD                      ","            ",11422,"1","0","1"," 4,000 "," 1,000 ",1940,1,"A2"," 400,000 ","9/20/2016",4e+05,1000,4000,0,FALSE
"21320",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13736,21,NA,"A2","148-03 236TH ST                          ","            ",11422,"1","0","1"," 1,890 "," 1,246 ",1925,1,"A1"," 250,000 ","2/1/2017",250000,1246,1890,0,FALSE
"21323",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13740,24,NA,"B3","147-16 EDGEWOOD STREET                   ","            ",11422,"2","0","2"," 5,986 "," 2,792 ",1945,1,"A2"," 790,000 ","6/21/2016",790000,2792,5986,0,FALSE
"21324",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13747,34,NA,"B3","238-56 148TH DRIVE                       ","            ",11422,"2","0","2"," 4,000 "," 2,388 ",1950,1,"A2"," 759,000 ","5/24/2016",759000,2388,4000,0,FALSE
"21325",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13747,66,NA,"A2","238-43 149TH AVENUE                      ","            ",11422,"1","0","1"," 4,000 "," 1,656 ",1950,1,"A2"," 515,000 ","8/24/2016",515000,1656,4000,0,FALSE
"21326",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13749,1,NA,"A2","241-03 149TH   AVENUE                    ","            ",11422,"1","0","1"," 4,000 "," 1,025 ",1955,1,"A2"," 350,000 ","7/29/2016",350000,1025,4000,0,FALSE
"21327",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13749,22,NA,"A2","241-34 148TH DRIVE                       ","            ",11422,"1","0","1"," 4,000 "," 1,025 ",1955,1,"A2"," 375,000 ","10/4/2016",375000,1025,4000,0,FALSE
"21328",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13750,15,NA,"A2","147-04 HUXLEY                            ","            ",11422,"1","0","1"," 5,292 "," 1,182 ",1950,1,"A2"," 285,000 ","9/21/2016",285000,1182,5292,0,FALSE
"21329",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13750,66,NA,"A2","148-18 HUXLEY STREET                     ","            ",11422,"1","0","1"," 4,000 "," 984 ",1955,1,"A2"," 470,000 ","2/7/2017",470000,984,4000,0,FALSE
"21331",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13750,115,NA,"A2","148-75 EDGEWOOD STREET                   ","            ",11422,"1","0","1"," 5,980 "," 1,025 ",1955,1,"A2"," 412,000 ","1/18/2017",412000,1025,5980,0,FALSE
"21332",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13750,176,NA,"A2","147-63 EDGEWOOD STREET                   ","            ",11422,"1","0","1"," 5,200 "," 978 ",1955,1,"A2"," 276,500 ","5/31/2016",276500,978,5200,0,FALSE
"21333",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13912,192,NA,"A2","155-82 BAYVIEW AVENUE                    ","            ",11422,"1","0","1"," 1,892 "," 612 ",1925,1,"A2"," 220,000 ","2/24/2017",220000,612,1892,0,FALSE
"21334",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",12920,328,NA,"B3","244-14 130TH   AVENUE                    ","            ",11422,"2","0","2"," 2,250 "," 1,251 ",1945,1,"B3"," 380,000 ","1/20/2017",380000,1251,2250,0,FALSE
"21335",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13204,116,NA,"B3","134-26 241 STREET                        ","            ",11422,"2","0","2"," 2,300 "," 1,484 ",1920,1,"B3"," 305,000 ","3/24/2017",305000,1484,2300,0,FALSE
"21336",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13243,47,NA,"B3","13634 HOOK CREEK BOULEVARD               ","            ",11422,"2","0","2"," 2,154 "," 2,000 ",1930,1,"B3"," 340,000 ","12/14/2016",340000,2000,2154,0,FALSE
"21339",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13437,29,NA,"B2","147-44 225TH   STREET                    ","            ",11413,"2","0","2"," 4,200 "," 2,332 ",1987,1,"B2"," 613,880 ","5/24/2016",613880,2332,4200,0,FALSE
"21340",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13455,8,NA,"B2","146-81 SPRINGFIELD LANE                  ","            ",0,"2","0","2"," 6,348 "," 2,450 ",1997,1,"B2"," 695,000 ","4/17/2017",695000,2450,6348,0,FALSE
"21341",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13455,62,NA,"B2","146-48 222ND STREET                      ","            ",11413,"2","0","2"," 3,800 "," 2,752 ",1960,1,"B2"," 415,000 ","12/29/2016",415000,2752,3800,0,FALSE
"21343",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13458,10,NA,"B2","146-24 225TH STREET                      ","            ",11413,"2","0","2"," 3,240 "," 2,288 ",1965,1,"B2"," 660,000 ","9/29/2016",660000,2288,3240,0,FALSE
"21344",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13458,46,NA,"B2","146-29 224TH STREET                      ","            ",11413,"2","0","2"," 3,420 "," 2,288 ",1965,1,"B2"," 595,000 ","12/6/2016",595000,2288,3420,0,FALSE
"21346",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13459,19,NA,"B1","146-11 225 STREET                        ","            ",11413,"2","0","2"," 3,803 "," 2,392 ",1996,1,"B1"," 750,000 ","2/6/2017",750000,2392,3803,0,FALSE
"21347",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13461,38,NA,"B2","146-17 227 STREET                        ","            ",11413,"2","0","2"," 3,000 "," 2,000 ",1999,1,"B2"," 655,000 ","7/12/2016",655000,2000,3000,0,FALSE
"21348",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13462,34,NA,"B1","146-51 228 STREET                        ","            ",11413,"2","0","2"," 3,000 "," 1,840 ",2011,1,"B1"," 650,000 ","12/21/2016",650000,1840,3000,0,FALSE
"21349",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13462,37,NA,"B1","146-41 228 STREET                        ","            ",11413,"2","0","2"," 3,000 "," 1,840 ",2011,1,"B1"," 650,000 ","6/10/2016",650000,1840,3000,0,FALSE
"21351",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13464,14,NA,"B3","146-45 230 STREET                        ","            ",11413,"2","0","2"," 4,000 "," 2,392 ",1950,1,"B3"," 668,481 ","12/29/2016",668481,2392,4000,0,FALSE
"21352",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13464,14,NA,"B3","146-45 230TH   STREET                    ","            ",11413,"2","0","2"," 4,000 "," 2,392 ",1950,1,"B3"," 614,918 ","11/4/2016",614918,2392,4000,0,FALSE
"21354",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13470,28,NA,"B3","145-61 222ND   STREET                    ","            ",11413,"2","0","2"," 2,850 "," 1,415 ",1935,1,"B3"," 518,500 ","9/15/2016",518500,1415,2850,0,FALSE
"21356",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13473,32,NA,"B2","225-06 145TH   ROAD                      ","            ",11413,"2","0","2"," 3,000 "," 1,610 ",1925,1,"B2"," 260,000 ","10/26/2016",260000,1610,3000,0,FALSE
"21358",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13473,55,NA,"B2","145-82 226TH   STREET                    ","            ",11413,"2","0","2"," 2,680 "," 2,100 ",1960,1,"B2"," 690,000 ","12/12/2016",690000,2100,2680,0,FALSE
"21359",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13482,33,NA,"B2","225-19 145TH   ROAD                      ","            ",11413,"2","0","2"," 4,750 "," 2,070 ",2000,1,"B2"," 572,000 ","5/31/2016",572000,2070,4750,0,FALSE
"21362",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13488,41,NA,"B3","145-04 231ST   STREET                    ","            ",11413,"2","0","2"," 5,600 "," 1,930 ",1950,1,"B3"," 475,000 ","2/28/2017",475000,1930,5600,0,FALSE
"21363",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13491,29,NA,"B3","144-09 221ST STREET                      ","            ",11413,"2","0","2"," 4,800 "," 2,494 ",1930,1,"B3"," 600,000 ","6/6/2016",6e+05,2494,4800,0,FALSE
"21365",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13493,12,NA,"B1","144-49 223RD   STREET                    ","            ",11413,"2","0","2"," 3,565 "," 2,112 ",1996,1,"B1"," 515,000 ","8/18/2016",515000,2112,3565,0,FALSE
"21366",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13495,59,NA,"B3","144-32 226TH ST                          ","            ",11413,"2","0","2"," 3,600 "," 2,000 ",1945,1,"B3"," 700,000 ","2/23/2017",7e+05,2000,3600,0,FALSE
"21367",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13496,20,NA,"B3","144-43 226TH STREET                      ","            ",11413,"2","0","2"," 4,000 "," 2,000 ",1955,1,"B3"," 465,000 ","11/17/2016",465000,2000,4000,0,FALSE
"21368",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13500,77,NA,"B3","144-39 230 STREET                        ","            ",11413,"2","0","2"," 4,000 "," 2,398 ",1920,1,"B3"," 810,000 ","3/15/2017",810000,2398,4000,0,FALSE
"21370",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13500,96,NA,"B3","14409 230 STREET                         ","            ",11413,"2","0","2"," 4,000 "," 2,000 ",1950,1,"B3"," 645,000 ","3/9/2017",645000,2000,4000,0,FALSE
"21372",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13509,21,NA,"B2","143-53 229TH STREET                      ","            ",11413,"2","0","2"," 3,000 "," 1,738 ",1997,1,"B2"," 570,000 ","9/23/2016",570000,1738,3000,0,FALSE
"21373",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13510,3,NA,"B3","230-03 144TH AVENUE                      ","            ",11413,"2","0","2"," 3,000 "," 988 ",1950,1,"B3"," 187,000 ","11/9/2016",187000,988,3000,0,FALSE
"21375",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13510,4,NA,"B3","230-01 144TH   AVENUE                    ","            ",11413,"2","0","2"," 4,000 "," 1,671 ",1925,1,"B3"," 629,463 ","1/2/2017",629463,1671,4000,0,FALSE
"21376",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13510,21,NA,"B2","230-18 EDGEWOOD AVENUE                   ","            ",11413,"2","0","2"," 3,192 "," 2,080 ",2006,1,"B2"," 471,510 ","6/21/2016",471510,2080,3192,0,FALSE
"21377",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13512,25,NA,"B2","231-24 LANSING AVENUE                    ","            ",11413,"2","0","2"," 3,000 "," 2,322 ",1996,1,"B2"," 635,000 ","12/2/2016",635000,2322,3000,0,FALSE
"21378",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13512,25,NA,"B2","231-24 LANSING AVENUE                    ","            ",11413,"2","0","2"," 3,000 "," 2,322 ",1996,1,"B2"," 483,342 ","8/2/2016",483342,2322,3000,0,FALSE
"21379",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13513,78,NA,"B3","228-27 EDGEWOOD AVENUE                   ","            ",11413,"2","0","2"," 4,000 "," 2,350 ",1950,1,"B3"," 640,000 ","5/5/2016",640000,2350,4000,0,FALSE
"21380",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13513,135,NA,"B3","143-30 230TH PLACE                       ","            ",11413,"2","0","2"," 5,700 "," 2,080 ",1920,1,"B3"," 654,000 ","8/23/2016",654000,2080,5700,0,FALSE
"21381",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13538,169,NA,"B3","146-15 232ND   STREET                    ","            ",11413,"2","0","2"," 4,536 "," 2,679 ",1950,1,"B3"," 425,000 ","10/27/2016",425000,2679,4536,0,FALSE
"21382",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13541,38,NA,"B2","146-22 HUXLEY STREET                     ","            ",11422,"2","0","2"," 3,900 "," 1,358 ",1925,1,"B2"," 330,000 ","12/23/2016",330000,1358,3900,0,FALSE
"21383",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13541,113,NA,"B3","241-07 147TH AVENUE                      ","            ",11422,"2","0","2"," 5,155 "," 1,328 ",1950,1,"B3"," 589,000 ","1/9/2017",589000,1328,5155,0,FALSE
"21384",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13543,3,NA,"B3","240-05 NEWHALL AVENUE                    ","            ",11422,"2","0","2"," 3,000 "," 1,496 ",1925,1,"B3"," 586,000 ","6/21/2016",586000,1496,3000,0,FALSE
"21385",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13544,9,NA,"B3","146-65 HUXLEY STREET                     ","            ",11422,"2","0","2"," 4,890 "," 1,310 ",1925,1,"B3"," 424,990 ","11/28/2016",424990,1310,4890,0,FALSE
"21386",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13546,68,NA,"A1","240-18 145TH   AVENUE                    ","            ",11422,"1","0","1"," 3,000 "," 1,616 ",1920,1,"B3"," 474,000 ","8/30/2016",474000,1616,3000,0,FALSE
"21387",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13548,74,NA,"B3","240-26 144TH   AVENUE                    ","            ",11422,"2","0","2"," 3,000 "," 1,624 ",1925,1,"B3"," 525,000 ","11/23/2016",525000,1624,3000,0,FALSE
"21388",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13551,19,NA,"B3","241-14 CANEY ROAD                        ","            ",11422,"2","0","2"," 3,000 "," 1,672 ",1930,1,"B3"," 515,000 ","11/9/2016",515000,1672,3000,0,FALSE
"21389",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13552,48,NA,"B2","24027 CANEY ROAD                         ","            ",11422,"2","0","2"," 3,000 "," 1,624 ",1925,1,"B2"," 180,000 ","1/9/2017",180000,1624,3000,0,FALSE
"21390",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13553,31,NA,"B3","241-01 CANEY ROAD                        ","            ",11422,"2","0","2"," 4,000 "," 1,624 ",1930,1,"B3"," 290,000 ","1/4/2017",290000,1624,4000,0,FALSE
"21391",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13554,53,NA,"B3","240-21 WELLER AVENUE                     ","            ",11422,"2","0","2"," 3,000 "," 1,920 ",1930,1,"B3"," 540,000 ","6/30/2016",540000,1920,3000,0,FALSE
"21393",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13559,31,NA,"B3","241-24 141ST   AVENUE                    ","            ",11422,"2","0","2"," 4,000 "," 1,505 ",1930,1,"B3"," 360,000 ","12/22/2016",360000,1505,4000,0,FALSE
"21397",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13567,59,NA,"B3","145-29 243RD   STREET                    ","            ",11422,"2","0","2"," 5,000 "," 1,094 ",1950,1,"B3"," 663,285 ","5/27/2016",663285,1094,5000,0,FALSE
"21399",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13567,60,NA,"B3","243-12 MAYDA ROAD                        ","            ",11422,"2","0","2"," 4,000 "," 1,644 ",1920,1,"B3"," 588,000 ","3/9/2017",588000,1644,4000,0,FALSE
"21400",4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13567,73,NA,"B3","243-38 MAYDA ROAD                        ","            ",11422,"2","0","2"," 3,000 "," 1,596 ",1920,1,"B3"," 404,586 ","4/6/2017",404586,1596,3000,0,FALSE
